      1.7892424      0.0000000
      2.6838637      0.0000000
      3.5784849      0.0000000
      4.4731061      0.0000000
      5.3677273      0.0000000
      6.2623486      0.0000000
      7.1569698      0.0000000
      8.0515910      0.0000000
      8.9462122      0.0000000
      9.8408335      0.0000000
     10.7354547      0.0000000
     11.6300759      0.0000000
     12.5246971      0.0000000
     13.4193184      0.0000000
     14.3139396      0.0000000
     15.2085608      0.0000000
     16.1031820      0.0000000
     16.9978033      0.0000000
     17.8924245      0.0000000
     18.7870457      0.0000000
     19.6816669      0.0000000
     20.5762882      0.0000000
     21.4709094      0.0000000
     22.3655306      0.0000000
     23.2601518      0.0000000
     24.1547731      0.0000000
     25.0493943      0.0000000
     25.9440155      0.0000000
     26.8386367      0.0000000
     27.7332580      0.0000000
     28.6278792      0.0000000
     29.5225004      0.0000000
