      0.0068587      0.0000000
      0.0137174      0.0000000
      0.0205760      0.0000000
      0.0274347      0.0000000
      0.0342934      0.0000000
      0.0411521      0.0000000
      0.0480108      0.0000000
      0.0548695      0.0000000
      0.0617281      0.0000000
      0.0685868      0.0000000
      0.0754455      0.0000000
      0.0823042      0.0000000
      0.0891629      0.0000000
      0.0960216      0.0000000
      0.1028802      0.0000000
      0.1097389      0.0000000
      0.1165976      0.0000000
      0.1234563      0.0000000
      0.1303150      0.0000000
      0.1371737      0.0000000
      0.1440323      0.0000000
      0.1508910      0.0000000
      0.1577497      0.0000000
      0.1646084      0.0000000
      0.1714671      0.0000000
      0.1783258      0.0000000
      0.1851844      0.0000000
      0.1920431      0.0000000
      0.1989018      0.0000000
      0.2057605      0.0000000
      0.2126192      0.0000000
      0.2194778      0.0000000
      0.2263365      0.0000000
      0.2331952      0.0000000
      0.2400539      0.0000000
      0.2469126      0.0000000
      0.2537713      0.0000000
      0.2606299      0.0000000
      0.2674886      0.0000000
      0.2743473      0.0000000
      0.2812060      0.0000000
      0.2880647      0.0000000
      0.2949234      0.0000000
      0.3017820      0.0000000
      0.3086407      0.0000000
      0.3154994      0.0000000
      0.3223581      0.0000000
      0.3292168      0.0000000
      0.3360755      0.0000000
      0.3429341      0.0000000
      0.3497928      0.0000000
      0.3566515      0.0000000
      0.3635102      0.0000000
      0.3703689      0.0000000
      0.3772276      0.0000000
      0.3840862      0.0000000
      0.3909449      0.0000000
      0.3978036      0.0000000
      0.4046623      0.0000000
      0.4115210      0.0000000
      0.4183796      0.0000000
      0.4252383      0.0000000
      0.4320970      0.0000000
      0.4389557      0.0000000
      0.4458144      0.0124284
      0.4526731      0.2531465
      0.4595317      2.3511858
      0.4663904     11.2840081
      0.4732491     29.7456358
      0.4801078     54.3494450
      0.4869665     71.4158489
      0.4938252     77.7686843
      0.5006838     72.8969064
      0.5075425     65.1034770
      0.5144012     52.4538049
      0.5212599     42.6096788
      0.5281186     35.2161459
      0.5349773     28.8268875
      0.5418359     24.2061751
      0.5486946     20.2573022
      0.5555533     16.9377035
      0.5624120     15.1682874
      0.5692707     13.4761727
      0.5761294     11.4778399
      0.5829880     10.7151517
      0.5898467     10.2638845
      0.5967054      9.5945402
      0.6035641      8.9640981
      0.6104228      8.3196337
      0.6172814      7.7187268
      0.6241401      7.5605849
      0.6309988      7.1551655
      0.6378575      7.2388950
      0.6447162      6.7529033
      0.6515749      6.9411867
      0.6584335      6.7080681
      0.6652922      6.9369434
      0.6721509      6.9528303
      0.6790096      6.9398749
      0.6858683      6.8017714
      0.6927270      6.9868957
      0.6995856      7.0911467
      0.7064443      6.8930785
      0.7133030      7.3663918
      0.7201617      7.6284101
      0.7270204      7.5957595
      0.7338791      7.8656942
      0.7407377      7.9668098
      0.7475964      8.2971490
      0.7544551      8.6098739
      0.7613138      8.8603122
      0.7681725      9.1493107
      0.7750311      9.3581985
      0.7818898      9.8977797
      0.7887485     10.3828482
      0.7956072     11.4130282
      0.8024659     11.8747085
      0.8093246     12.8647288
      0.8161832     13.4071033
      0.8230419     14.3150022
      0.8299006     14.6807033
      0.8367593     15.2736156
      0.8436180     16.1508146
      0.8504767     16.5982834
      0.8573353     17.1044773
      0.8641940     18.0148313
      0.8710527     18.3399649
      0.8779114     18.5160344
      0.8847701     18.5351034
      0.8916288     19.1562435
      0.8984874     18.8292000
      0.9053461     18.8152135
      0.9122048     18.6451552
      0.9190635     18.5482433
      0.9259222     18.5414631
      0.9327809     18.6161528
      0.9396395     19.0420005
      0.9464982     19.1962474
      0.9533569     18.8603393
      0.9602156     19.3714782
      0.9670743     19.6083129
      0.9739329     19.1959608
      0.9807916     18.6861913
      0.9876503     18.4410677
      0.9945090     17.7446962
      1.0013677     16.7486505
      1.0082264     15.8686935
      1.0150850     15.5478981
      1.0219437     14.7068165
      1.0288024     13.8540341
      1.0356611     13.3471947
      1.0425198     12.9107842
      1.0493785     12.4935780
      1.0562371     12.3466113
      1.0630958     11.6931327
      1.0699545     11.2660770
      1.0768132     11.1386394
      1.0836719     10.6811746
      1.0905306     10.7064829
      1.0973892     10.4424793
      1.1042479     10.2402344
      1.1111066     10.2889412
      1.1179653     10.3528140
      1.1248240     10.2497223
      1.1316827     10.3187332
      1.1385413     10.6876924
      1.1454000     10.8418739
      1.1522587     10.9631108
      1.1591174     11.0703092
      1.1659761     11.3329143
      1.1728347     11.4096599
      1.1796934     11.8015739
      1.1865521     11.9421568
      1.1934108     12.1654561
      1.2002695     12.3074434
      1.2071282     12.6104247
      1.2139868     12.9080274
      1.2208455     13.3114139
      1.2277042     13.8382972
      1.2345629     14.1473976
      1.2414216     14.1945278
      1.2482803     14.3396416
      1.2551389     14.9202992
      1.2619976     15.0408402
      1.2688563     15.2520110
      1.2757150     15.5356968
      1.2825737     15.7458871
      1.2894324     16.1027723
      1.2962910     15.9578134
      1.3031497     16.1718595
      1.3100084     16.5700774
      1.3168671     16.4563232
      1.3237258     16.3003301
      1.3305845     16.4019925
      1.3374431     16.2144050
      1.3443018     15.9924209
      1.3511605     16.0559787
      1.3580192     15.9848393
      1.3648779     16.0769680
      1.3717365     16.0001783
      1.3785952     15.9466456
      1.3854539     15.6171360
      1.3923126     15.6284522
      1.3991713     15.4974783
      1.4060300     15.0409436
      1.4128886     14.8684594
      1.4197473     14.6254789
      1.4266060     14.6668388
      1.4334647     14.5584779
      1.4403234     14.4320628
      1.4471821     14.2834026
      1.4540407     14.0761449
      1.4608994     13.8235300
      1.4677581     13.7095458
      1.4746168     13.5724667
      1.4814755     13.2887709
      1.4883342     13.2401737
      1.4951928     13.1745967
      1.5020515     13.1217059
