     -2.9474079     -2.9474079    -48.5988002
     -1.8189325     -2.9474079    -48.5988002
     -0.6904571     -2.9474079    -48.5988002
      0.4380183     -2.9474079    -48.5988002
      1.5664937     -2.9474079    -48.5988002
      2.6949691     -2.9474079    -48.5988002
     -2.9474079     -1.8189325    -48.5988002
     -1.8189325     -1.8189325    -48.5988002
     -0.6904571     -1.8189325    -48.5988002
      0.4380183     -1.8189325    -48.5988002
      1.5664937     -1.8189325    -48.5988002
      2.6949691     -1.8189325    -48.5988002
     -2.9474079     -0.6904571    -48.5988002
     -1.8189325     -0.6904571    -48.5988002
     -0.6904571     -0.6904571    -48.5988002
      0.4380183     -0.6904571    -48.5988002
      1.5664937     -0.6904571    -48.5988002
      2.6949691     -0.6904571    -48.5988002
     -2.9474079      0.4380183    -48.5988002
     -1.8189325      0.4380183    -48.5988002
     -0.6904571      0.4380183    -48.5988002
      0.4380183      0.4380183    -48.5988002
      1.5664937      0.4380183    -48.5988002
      2.6949691      0.4380183    -48.5988002
     -2.9474079      1.5664937    -48.5988002
     -1.8189325      1.5664937    -48.5988002
     -0.6904571      1.5664937    -48.5988002
      0.4380183      1.5664937    -48.5988002
      1.5664937      1.5664937    -48.5988002
      2.6949691      1.5664937    -48.5988002
     -2.9474079      2.6949691    -48.5988002
     -1.8189325      2.6949691    -48.5988002
     -0.6904571      2.6949691    -48.5988002
      0.4380183      2.6949691    -48.5988002
      1.5664937      2.6949691    -48.5988002
      2.6949691      2.6949691    -48.5988002
     -2.9474079     -2.9474079    -47.4703248
     -1.8189325     -2.9474079    -47.4703248
     -0.6904571     -2.9474079    -47.4703248
      0.4380183     -2.9474079    -47.4703248
      1.5664937     -2.9474079    -47.4703248
      2.6949691     -2.9474079    -47.4703248
     -2.9474079     -1.8189325    -47.4703248
     -1.8189325     -1.8189325    -47.4703248
     -0.6904571     -1.8189325    -47.4703248
      0.4380183     -1.8189325    -47.4703248
      1.5664937     -1.8189325    -47.4703248
      2.6949691     -1.8189325    -47.4703248
