     -3.3520317     -3.3435344      0.7245962
     -1.8979883     -2.9149924      0.3422297
     -0.6671008     -2.9780251      0.5268510
     -1.3851965     -2.6462143      0.5863593
      2.0140355     -2.1856629     -0.0224938
      1.2919080     -3.1165485     -2.1758145
      3.3410092     -1.5143528      1.5164823
     -2.8776030     -1.2697886      2.4082728
     -1.6677228     -2.1834205      1.1924407
     -0.5066135     -2.2326691      2.8855700
      1.5190925     -3.2630636      1.6242876
      3.4647555     -2.4564892     -0.3021295
      2.2422941     -0.7043264      0.4758822
     -1.9144869     -0.0624153      1.3720773
     -0.7114203     -0.4285476      0.1947911
      0.4631503     -0.5883837      0.6649174
      0.2543492      0.2372705     -2.2578374
      1.2195788      0.1551417     -0.1103965
      3.4371304      0.4461333     -0.1479356
     -2.5978843     -1.1660867     -0.0405374
      1.0487894      1.6612504     -0.4956357
      0.7513148      2.1241220      0.7769423
      0.9001095     -0.2208087      0.6427388
      2.9955455     -0.7496687      1.7083045
     -2.2184550      1.9536355      0.5817233
     -1.9162976      1.5195048      0.5871394
     -0.8781762      0.8246294      0.1855689
     -2.4089514     -0.3279816      0.5658773
      2.9761841      1.0928302     -0.3086910
      2.4949855      1.8707717     -0.2651227
     -2.8745811      2.2229019      1.1892238
     -2.4643707      2.6805434      0.2268003
     -0.3826093     -3.4714565      1.9106369
      1.0232055      3.3526154      1.3354850
      2.4247622      3.2537322     -0.3953762
      2.8646434      3.0366171     -0.4703685
      2.4740885     -3.5066345      1.5983777
     -1.2846648     -2.1083729      1.7014258
      0.1417035      3.5114374      2.5196630
      0.2353769     -2.7905987      2.1316989
      2.4771540     -2.2806919      2.3706822
     -3.4478983      3.1933537      2.7912759
     -2.8888567     -2.7028016      2.8688923
     -2.5463781     -1.2623000      1.0383708
     -1.4546995     -2.4948258      1.4661799
      0.6259772     -2.5650572     -0.1016532
      0.8153654     -2.0436721      2.2461246
      2.2894271     -2.8067862      0.9985640
     -1.4759517     -1.3469079      0.4332809
     -1.9420876     -0.9434303      2.3949770
     -0.0101286     -1.2507635      2.1763899
      0.2672897     -0.6686007      1.3503269
      2.1423954     -0.6613060      1.7234877
     -3.0591441      0.0525833      0.9196265
     -2.3628509     -0.2595946      1.3569162
     -0.8052107      1.0991213      2.0098545
      0.1718925      1.8281198      1.9369615
     -0.0615968      0.3669338      1.6207055
      1.2603732     -0.6738674      1.8159372
      1.8385319      0.4810249      2.7123928
     -2.7921965      1.7852923      2.3019421
     -2.9776780      0.9063028      0.6305890
     -1.2890301      1.3942279      2.0461819
      0.1546206      0.7169546      2.5217997
      0.9835823      2.0627702      1.8638374
      2.6632281      0.5979809      1.9714130
     -2.1312462     -3.1949617      2.1859243
     -2.3120577      2.6706660      1.8789920
     -1.4569990      1.8956593      1.7631380
     -0.1117476      2.6618453      0.8666149
      1.8540224      2.0279950      0.5622391
      1.0926984      1.4098479      0.2045726
      3.0563190     -2.6812244      3.4813230
     -3.2053849     -3.4884871      3.0671876
      0.0782168     -3.0691467      3.4132307
      1.1157708     -3.4829922     -3.3341808
